prediction,pass_probability,fail_probability,risk_level,predicted_outcome,feature_min_score,feature_code_module_encoded,feature_avg_score,feature_is_unregistered,feature_num_assessments,actual_outcome,actual_outcome_label,correct_prediction,recommendation
0,0.0030678060371045,0.9969321939628956,High,Fail,80.0,6,80.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030678176773472,0.9969321823226528,High,Fail,6.0,3,19.666666666666668,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030680447627137,0.9969319552372862,High,Fail,60.0,1,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030729796019438,0.996927020398056,High,Fail,60.0,3,78.33333333333333,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030777052100013,0.9969222947899986,High,Fail,16.0,4,16.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030780933429865,0.9969219066570134,High,Fail,60.0,2,84.0,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030792790907276,0.9969207209092724,High,Fail,60.0,1,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030818328414401,0.99691816715856,High,Fail,60.0,3,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030820324719632,0.9969179675280369,High,Fail,50.0,1,67.0,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030831391139882,0.9969168608860116,High,Fail,69.0,1,69.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030861161806728,0.9969138838193272,High,Fail,49.0,3,50.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030879216194199,0.99691207838058,High,Fail,84.0,6,87.0,0,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030910537975836,0.9969089462024164,High,Fail,46.0,1,46.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0030938240441135,0.9969061759558864,High,Fail,60.0,2,60.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031039357050271,0.9968960642949728,High,Fail,42.0,5,55.0,0,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031070359437493,0.9968929640562506,High,Fail,88.0,4,88.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031089569045204,0.9968910430954796,High,Fail,72.0,6,87.33333333333333,0,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031090205348089,0.996890979465191,High,Fail,60.0,5,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031190431860326,0.9968809568139674,High,Fail,1.0,1,1.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031265700938304,0.9968734299061696,High,Fail,60.0,1,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031341272249179,0.996865872775082,High,Fail,60.0,1,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031547970392803,0.9968452029607195,High,Fail,60.0,6,73.75,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031551365493498,0.9968448634506502,High,Fail,15.0,3,15.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031624699139224,0.9968375300860776,High,Fail,60.0,1,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031666048280185,0.9968333951719814,High,Fail,40.0,3,52.66666666666666,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031677838248483,0.9968322161751516,High,Fail,56.0,3,56.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031735896604516,0.9968264103395484,High,Fail,22.0,3,43.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031784871739699,0.99682151282603,High,Fail,50.0,1,50.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031809759333793,0.9968190240666208,High,Fail,60.0,3,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031833645032486,0.9968166354967514,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031862428040589,0.9968137571959412,High,Fail,60.0,1,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0031991107472533,0.9968008892527468,High,Fail,83.0,3,83.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032005999625779,0.996799400037422,High,Fail,60.0,3,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032073364197912,0.9967926635802088,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032116110715351,0.9967883889284648,High,Fail,44.0,2,44.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032178244006674,0.9967821755993326,High,Fail,60.0,1,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032348127109612,0.9967651872890388,High,Fail,37.0,3,43.66666666666666,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032363544826997,0.9967636455173003,High,Fail,70.0,6,85.0,1,5.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032408594837214,0.9967591405162786,High,Fail,60.0,2,60.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032522471520097,0.9967477528479902,High,Fail,51.0,3,51.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032547077295391,0.9967452922704608,High,Fail,44.0,2,57.0,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003261086494843,0.996738913505157,High,Fail,14.0,3,48.25,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032612970615881,0.9967387029384118,High,Fail,70.0,2,78.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032662611042509,0.996733738895749,High,Fail,20.0,3,58.0,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032686325998753,0.9967313674001246,High,Fail,24.0,2,48.0,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032686570710179,0.996731342928982,High,Fail,72.0,1,72.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032692774568481,0.996730722543152,High,Fail,0.0,5,67.0,1,5.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003273710800433,0.996726289199567,High,Fail,30.0,1,66.66666666666667,1,6.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032755447166237,0.9967244552833764,High,Fail,68.0,6,74.0,0,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032826748577819,0.996717325142218,High,Fail,60.0,5,60.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032921140602478,0.996707885939752,High,Fail,50.0,6,60.0,0,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.00329831519367,0.99670168480633,High,Fail,54.0,1,69.66666666666667,0,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0032996054582973,0.9967003945417028,High,Fail,56.0,3,68.5,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033001335841848,0.9966998664158152,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033080502947229,0.9966919497052772,High,Fail,62.0,6,62.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003311899721844,0.996688100278156,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033169931349665,0.9966830068650334,High,Fail,84.0,1,84.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033193680741872,0.9966806319258128,High,Fail,60.0,6,60.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033271655574772,0.9966728344425227,High,Fail,80.0,3,85.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033319435400673,0.9966680564599326,High,Fail,46.0,3,58.5,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033356474761385,0.9966643525238614,High,Fail,45.0,3,45.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033371720555845,0.9966628279444154,High,Fail,53.0,4,53.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033426986084326,0.9966573013915674,High,Fail,55.0,3,67.5,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033472498204188,0.9966527501795812,High,Fail,68.0,3,81.0,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.00334780542329,0.99665219457671,High,Fail,45.0,1,72.5,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033494090832416,0.9966505909167584,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033514101721122,0.9966485898278876,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033525859312405,0.9966474140687596,High,Fail,43.0,3,43.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033545328909072,0.9966454671090929,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033550973962221,0.9966449026037778,High,Fail,60.0,1,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033555249004112,0.9966444750995888,High,Fail,84.0,6,84.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033563521634745,0.9966436478365256,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033633197956783,0.9966366802043216,High,Fail,60.0,3,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033663027872289,0.9966336972127712,High,Fail,61.0,3,71.0,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033682927632608,0.9966317072367392,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033763408795443,0.9966236591204556,High,Fail,55.0,6,55.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033778428243519,0.996622157175648,High,Fail,89.0,3,93.66666666666669,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033799808404771,0.9966200191595228,High,Fail,84.0,3,84.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033914933257827,0.9966085066742172,High,Fail,25.0,6,41.66666666666666,0,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0033989466927784,0.9966010533072216,High,Fail,56.0,4,56.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034042431065041,0.9965957568934958,High,Fail,64.0,1,76.33333333333333,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034081601575678,0.9965918398424322,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034081601575678,0.9965918398424322,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034086187045485,0.9965913812954514,High,Fail,51.0,2,54.333333333333336,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034168964453153,0.9965831035546846,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034259366050658,0.9965740633949342,High,Fail,46.0,3,57.0,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034273761554891,0.9965726238445108,High,Fail,83.0,1,83.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003428662262938,0.996571337737062,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034303021091164,0.9965696978908836,High,Fail,50.0,2,63.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034322773233779,0.996567722676622,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034325825315406,0.9965674174684592,High,Fail,52.0,2,78.5,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034345059145448,0.9965654940854553,High,Fail,75.0,3,84.33333333333333,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034418426041363,0.9965581573958636,High,Fail,73.0,1,73.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034458454371656,0.9965541545628344,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034518484134337,0.9965481515865662,High,Fail,56.0,3,67.0,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034520511607888,0.9965479488392112,High,Fail,53.0,3,53.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034529582018411,0.9965470417981588,High,Fail,78.0,2,78.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034529877303209,0.9965470122696792,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034586680711484,0.9965413319288516,High,Fail,60.0,1,73.6,1,5.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034631560421407,0.9965368439578592,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034638783117518,0.996536121688248,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034643833871716,0.9965356166128284,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034680563270616,0.9965319436729384,High,Fail,73.0,1,73.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034783664447956,0.9965216335552044,High,Fail,51.0,0,61.5,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034948659009395,0.9965051340990604,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0034988037976543,0.9965011962023456,High,Fail,55.0,3,69.5,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035051954667166,0.9964948045332832,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035057449892669,0.9964942550107332,High,Fail,45.0,3,57.0,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035116918523422,0.9964883081476578,High,Fail,61.0,1,82.0,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035273724023522,0.9964726275976478,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035330744021379,0.996466925597862,High,Fail,57.0,1,57.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003533917100382,0.996466082899618,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003541190308766,0.996458809691234,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035475920207536,0.9964524079792464,High,Fail,40.0,1,40.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035624537747011,0.9964375462252988,High,Fail,6.0,3,37.66666666666666,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035643754001069,0.996435624599893,High,Fail,83.0,2,93.66666666666669,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035644143349254,0.9964355856650744,High,Fail,1.0,1,1.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035675743456707,0.9964324256543292,High,Fail,1.0,1,33.25,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003578944484424,0.996421055515576,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035826826222211,0.9964173173777788,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035876867642643,0.9964123132357356,High,Fail,67.0,2,70.5,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035878981627437,0.9964121018372564,High,Fail,60.0,2,60.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035896075005353,0.9964103924994646,High,Fail,11.0,2,11.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035909182766884,0.9964090817233116,High,Fail,50.0,2,78.33333333333333,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035939277610122,0.9964060722389878,High,Fail,13.0,3,51.0,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0035989514990768,0.9964010485009231,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036044050604648,0.9963955949395352,High,Fail,68.0,3,68.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036068376784898,0.99639316232151,High,Fail,94.0,4,94.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036137222144977,0.9963862777855024,High,Fail,41.0,3,41.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003614675978013,0.996385324021987,High,Fail,50.0,1,66.66666666666667,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003617147528021,0.996382852471979,High,Fail,40.0,3,40.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036186470057552,0.9963813529942448,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036205269839085,0.9963794730160914,High,Fail,30.0,2,38.0,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036206293846763,0.9963793706153236,High,Fail,24.0,3,24.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036207603140362,0.9963792396859638,High,Fail,76.0,0,76.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036215492105134,0.9963784507894864,High,Fail,10.0,2,10.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003629091279664,0.996370908720336,High,Fail,100.0,2,100.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036307233474024,0.9963692766525976,High,Fail,28.0,2,50.0,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036311343595577,0.9963688656404422,High,Fail,0.0,3,0.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036312501965813,0.9963687498034186,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036312501965813,0.9963687498034186,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036460293427876,0.9963539706572124,High,Fail,40.0,3,53.0,0,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036559969071696,0.9963440030928304,High,Fail,90.0,4,90.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036601876430353,0.9963398123569648,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036629388533138,0.9963370611466862,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036629388533138,0.9963370611466862,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036629388533138,0.9963370611466862,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036636570822053,0.9963363429177946,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036684552386286,0.9963315447613714,High,Fail,74.0,6,74.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003676281861559,0.9963237181384408,High,Fail,60.0,6,76.0,0,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003679058695303,0.996320941304697,High,Fail,88.0,2,90.75,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036795763058483,0.9963204236941516,High,Fail,37.0,3,53.16666666666666,1,6.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036808784723338,0.996319121527666,High,Fail,44.0,2,55.5,1,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036840911544601,0.9963159088455398,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036873520104972,0.9963126479895028,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036875076278306,0.9963124923721692,High,Fail,44.0,1,44.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036905464869803,0.9963094535130196,High,Fail,58.0,3,67.0,1,4.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036909859187425,0.9963090140812574,High,Fail,71.0,0,71.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036931690045597,0.9963068309954404,High,Fail,70.0,5,76.0,0,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003695484344515,0.996304515655485,High,Fail,60.0,3,60.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036962495934629,0.9963037504065372,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0036967706826349,0.996303229317365,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0037007320913641,0.996299267908636,High,Fail,69.0,2,76.33333333333333,1,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0037257407516361,0.996274259248364,High,Fail,60.0,3,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0037302989778073,0.9962697010221926,High,Fail,19.0,3,19.0,0,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003742986762442,0.996257013237558,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0037448396123885,0.9962551603876116,High,Fail,46.0,4,46.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0037452696707634,0.9962547303292366,High,Fail,65.0,1,65.0,1,1.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0037489974269024,0.9962510025730976,High,Fail,20.0,2,28.5,0,2.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.0037532891401897,0.9962467108598102,High,Fail,64.0,5,67.33333333333333,0,3.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
0,0.003759666057437,0.996240333942563,High,Fail,60.0,4,76.0,1,0.0,0,Fail,1,"URGENT: Schedule immediate meeting, provide tutoring, monitor daily"
